Event.Nr CDA.nSCR CDA.Latency CDA.AmpSum CDA.SCR CDA.ISCR CDA.PhasicMax CDA.Tonic TTP.nSCR TTP.Latency TTP.AmpSum Global.Mean Global.MaxDeflection Event.Name EmoId ExpId VideoId ParticipantId OverUnder Participant Sex Age Language RepId
210 1 1 0.7665 0.2068 9.9246 15.2396 11.0369 1 3.063 3.3572 13.3435 0.2831 39 neutral Un2 1369 017f27ee o 17 f 27 ee 3
211 3 1.75 0.4994 0.0636 3.054 1.7046 12.0576 0 NA 0 14.726 0 35 surprise Un1 1369 017f27ee o 17 f 27 ee 4
212 3 1.187 0.4035 0.028 1.3422 1.7909 12.8502 0 NA 0 14.0239 0.0575 30 happy Un1 1369 017f27ee o 17 f 27 ee 4
213 3 2.188 0.0439 0.0058 0.2771 0.1894 13.1348 0 NA 0 13.4742 0 32 neutral Un1 1369 017f27ee o 17 f 27 ee 4
214 2 3.187 0.0354 0.0033 0.1602 0.2551 13.0628 0 NA 0 13.5215 0 31 sad Un1 1369 017f27ee o 17 f 27 ee 4
215 1 3.062 0.1005 0.0015 0.0717 0.6548 12.8567 0 NA 0 13.9216 0 33 disgust Un1 1369 017f27ee o 17 f 27 ee 4
216 2 1.125 0.0685 0.005 0.2395 0.5302 12.8178 0 NA 0 13.1934 6e-4 34 fear Un1 1369 017f27ee o 17 f 27 ee 4
217 0 NA 0 0 0 0.0618 12.8184 0 NA 0 12.8996 0 29 anger Un1 1369 017f27ee o 17 f 27 ee 4
218 1 1.625 0.4975 0.0914 4.3875 6.435 12.6458 2 1.062 1.4156 12.9997 0.4107 37 happy Un2 1369 017f27ee o 17 f 27 ee 5
219 1 2 0.2269 0.0439 2.1061 1.318 12.4416 0 NA 0 13.2954 0 42 surprise Un2 1369 017f27ee o 17 f 27 ee 5
220 2 2.063 0.0682 0.0085 0.4067 0.7485 12.3761 0 NA 0 12.9404 0 39 neutral Un2 1369 017f27ee o 17 f 27 ee 5
221 1 1.437 0.1939 0.0248 1.188 1.1263 12.3853 1 1 0.0729 12.6868 0.0752 41 fear Un2 1369 017f27ee o 17 f 27 ee 5
222 1 2.875 4.7881 0.6196 29.7425 26.6004 12.0073 1 2.312 4.1249 14.2107 3.8059 36 anger Un2 1369 017f27ee o 17 f 27 ee 5
223 2 2.25 3.7647 0.4684 22.4824 19.3731 11.5571 2 1.625 1.4929 15.9263 1.4558 40 disgust Un2 1369 017f27ee o 17 f 27 ee 5
224 3 1.75 1.3657 0.1737 8.3393 3.7196 11.3261 0 NA 0 14.4122 0 38 sad Un2 1369 017f27ee o 17 f 27 ee 5
1 1 2.062 4.146 0.5255 25.224 21.265 10.3942 1 1.312 2.5239 15.3462 2.5387 1 anger Ekm 1372 018f29ee o 18 f 29 ee 1
2 1 3.375 4.187 0.5322 25.5446 17.6157 10.2504 1 2.25 2.3143 14.6155 1.9232 2 happy Ekm 1372 018f29ee o 18 f 29 ee 1
3 1 2.438 1.9355 0.2271 10.8998 11.3876 10.8622 1 1.875 1.1531 13.3053 1.1616 3 sad Ekm 1372 018f29ee o 18 f 29 ee 1
4 1 2.312 2.1354 0.2742 13.1636 14.5525 11.1426 1 1.875 1.4936 13.6472 1.5053 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 1
5 1 2.5 0.7404 0.0935 4.4863 3.6809 11.3709 1 2.25 0.1706 12.8917 0.1753 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 1
6 2 1.187 5.5388 0.664 31.8705 26.2461 11.0373 1 2.437 6.06 13.3539 3.0532 6 fear Ekm 1372 018f29ee o 18 f 29 ee 1
7 3 1.5 2.6654 0.2388 11.4634 12.7787 10.791 1 3.562 0.9516 13.9359 0.2223 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 1
8 3 1.938 0.3463 0.0592 2.8402 1.175 11.499 0 NA 0 13.8911 0 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 2
9 1 3.187 2.2474 0.4552 21.8493 20.2625 11.979 1 2.437 6.7099 12.4564 2.3795 6 fear Ekm 1372 018f29ee o 18 f 29 ee 2
10 1 3.063 1.8956 0.2571 12.3393 12.3909 12.036 1 2.688 1.0061 14.9247 0.9746 2 happy Ekm 1372 018f29ee o 18 f 29 ee 2
11 3 2.438 0.1663 0.0235 1.1287 0.9431 12.0756 0 NA 0 13.1602 0 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 2
12 0 NA 0 0 0 0.0661 12.0645 0 NA 0 12.493 0 3 sad Ekm 1372 018f29ee o 18 f 29 ee 2
13 3 2.563 0.3099 0.0207 0.9943 1.085 12.0364 0 NA 0 14.7194 0 1 anger Ekm 1372 018f29ee o 18 f 29 ee 2
14 1 2.438 0.0491 0.0065 0.3104 0.3207 11.8734 0 NA 0 12.2027 0 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 2
15 1 2.25 1.2689 0.1432 6.873 8.6097 11.4929 1 1.625 1.1841 12.0848 1.1923 3 sad Ekm 1372 018f29ee o 18 f 29 ee 3
16 1 2.875 1.6268 0.2133 10.2392 9.779 11.3254 1 2.062 1.5193 12.0806 1.4695 2 happy Ekm 1372 018f29ee o 18 f 29 ee 3
17 2 2.125 0.2868 0.048 2.3037 1.1199 11.5494 0 NA 0 13.511 0 1 anger Ekm 1372 018f29ee o 18 f 29 ee 3
18 1 2.125 0.9641 0.103 4.9456 7.1525 11.5976 1 1.625 0.7925 12.3817 0.8004 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 3
19 2 1.437 3.3718 0.3344 16.049 18.1191 11.3723 1 2.812 3.2129 11.8473 1.3405 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 3
20 4 1 0.3527 0.0339 1.6277 0.9677 11.3688 0 NA 0 12.5996 0 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 3
21 2 1.063 0.0352 0.0063 0.3028 0.4024 11.5009 0 NA 0 11.9752 0 6 fear Ekm 1372 018f29ee o 18 f 29 ee 3
22 2 1.063 0.109 0.0117 0.5638 0.5743 11.3327 1 3.688 0.0105 11.4464 0.0045 1 anger Ekm 1372 018f29ee o 18 f 29 ee 4
23 1 2.875 0.0897 0.0117 0.5626 0.5707 10.9467 1 2.688 0.0218 11.0185 0.0239 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 4
24 1 2.313 0.14 0.0154 0.7375 0.7193 10.7135 1 1.5 0.0863 10.795 0.0879 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 4
25 1 3.187 2.1316 0.2828 13.5768 12.7599 10.5428 1 2.625 1.8565 11.4838 1.4844 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 4
26 3 1.187 0.4223 0.0493 2.3673 1.2435 10.651 0 NA 0 11.7766 0.0046 2 happy Ekm 1372 018f29ee o 18 f 29 ee 4
27 1 2.063 0.1092 0.0129 0.6177 0.7726 10.8134 1 2 0.0139 11.1386 0.0159 3 sad Ekm 1372 018f29ee o 18 f 29 ee 4
28 1 3.312 0.0943 0.0105 0.5059 0.7295 10.7284 1 3 0.0536 10.7882 0.0472 6 fear Ekm 1372 018f29ee o 18 f 29 ee 4
29 1 3.688 0.7962 0.0768 3.6885 4.5934 10.5566 1 3.063 0.7242 10.675 0.2842 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 5
30 3 1 0.1733 0.0209 1.0027 0.7502 10.4449 1 2.875 0.0109 10.8457 0.013 2 happy Ekm 1372 018f29ee o 18 f 29 ee 5
31 1 2.125 0.5504 0.0937 4.4964 3.3924 10.4222 1 1.25 0.8601 10.8602 0.5102 6 fear Ekm 1372 018f29ee o 18 f 29 ee 5
32 3 1.062 0.11 0.0116 0.5558 0.2901 10.4453 0 NA 0 10.838 0 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 5
33 1 3.5 0.027 0.0025 0.1216 0.2428 10.3922 1 3.375 0.1705 10.4034 0.0061 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 5
34 2 2.313 1.8926 0.2197 10.5462 11.2476 10.2726 1 1.75 1.8958 10.5388 1.0941 3 sad Ekm 1372 018f29ee o 18 f 29 ee 5
35 3 1.125 0.1788 0.0217 1.0419 0.5412 10.4063 0 NA 0 11.0888 0 1 anger Ekm 1372 018f29ee o 18 f 29 ee 5
36 1 3.625 3.0435 0.3861 18.5305 20.3975 10.5615 1 1.688 3.2129 10.8349 1.9708 6 fear Ekm 1372 018f29ee o 18 f 29 ee 6
37 4 1 0.1941 0.0199 0.9533 0.4856 10.8993 0 NA 0 11.7426 0 2 happy Ekm 1372 018f29ee o 18 f 29 ee 6
38 0 NA 0 0 0 0.086 10.9162 0 NA 0 11.01 0 7 surprise Ekm 1372 018f29ee o 18 f 29 ee 6
39 1 2.313 0.0288 0.0029 0.1406 0.2923 10.682 0 NA 0 10.6861 0.0014 1 anger Ekm 1372 018f29ee o 18 f 29 ee 6
40 0 NA 0 0.0015 0.0713 0.0716 10.3292 0 NA 0 10.4341 0 4 neutral Ekm 1372 018f29ee o 18 f 29 ee 6
41 2 1.75 0.0372 0.0054 0.2611 0.2195 10.2328 0 NA 0 10.2754 0.0108 3 sad Ekm 1372 018f29ee o 18 f 29 ee 6
42 2 1.625 2.4484 0.2952 14.168 16.4878 9.9831 1 1.187 2.4455 10.2067 1.3983 5 disgust Ekm 1372 018f29ee o 18 f 29 ee 6
43 1 2.25 0.5138 0.069 3.3136 3.0358 10.3957 1 2.125 0.1015 11.5968 0.1065 11 neutral Ver 1372 018f29ee o 18 f 29 ee 1
44 1 2.875 3.473 0.4378 21.0134 22.4595 10.3229 1 2.063 3.1068 12.1238 3.0798 14 surprise Ver 1372 018f29ee o 18 f 29 ee 1
45 1 2.062 0.9128 0.103 4.9453 5.3216 10.7047 1 1.375 0.5326 12.4193 0.538 12 disgust Ver 1372 018f29ee o 18 f 29 ee 1
46 1 2.438 0.828 0.0918 4.4068 6.4895 11.1709 1 2 0.5654 12.1167 0.5719 8 anger Ver 1372 018f29ee o 18 f 29 ee 1
47 1 2.875 2.0764 0.269 12.9102 13.0407 11.0877 1 1.875 1.9509 12.1007 1.9487 13 fear Ver 1372 018f29ee o 18 f 29 ee 1
48 2 1 0.7514 0.0881 4.2276 4.8022 11.2452 1 2.375 0.4286 12.1595 0.4351 9 happy Ver 1372 018f29ee o 18 f 29 ee 1
49 2 1.75 0.149 0.0203 0.9759 0.5994 11.2497 0 NA 0 11.7516 3e-4 10 sad Ver 1372 018f29ee o 18 f 29 ee 1
50 1 2.813 0.7275 0.0959 4.6037 3.6895 11.2216 1 2 0.673 11.5259 0.6657 8 anger Ver 1372 018f29ee o 18 f 29 ee 2
51 2 1.5 0.1976 0.0212 1.0181 0.7494 11.1147 1 1.375 0.0548 11.4021 0.0568 11 neutral Ver 1372 018f29ee o 18 f 29 ee 2
52 1 3.25 3.874 0.5209 25.0037 26.9346 10.964 1 1.25 3.6854 11.8414 3.3204 12 disgust Ver 1372 018f29ee o 18 f 29 ee 2
53 3 1.563 0.48 0.0615 2.952 1.5746 10.9744 0 NA 0 12.2595 0.0044 9 happy Ver 1372 018f29ee o 18 f 29 ee 2
54 1 3.25 1.8127 0.2489 11.945 11.3593 11.2086 1 2.563 2.8714 11.8363 1.3104 13 fear Ver 1372 018f29ee o 18 f 29 ee 2
55 1 2.875 0.914 0.1148 5.5117 6.8088 11.4576 1 2.375 0.611 12.6341 0.619 14 surprise Ver 1372 018f29ee o 18 f 29 ee 2
56 2 1.563 0.0417 0.0046 0.219 0.2244 11.4611 0 NA 0 11.6284 0 10 sad Ver 1372 018f29ee o 18 f 29 ee 2
57 1 3.75 1.5262 0.1795 8.6164 8.5949 11.1958 1 2.125 1.461 11.365 0.8456 14 surprise Ver 1372 018f29ee o 18 f 29 ee 3
58 2 1.75 0.2799 0.031 1.4904 1.179 11.0736 0 NA 0 11.7642 0.0117 11 neutral Ver 1372 018f29ee o 18 f 29 ee 3
59 1 2.75 1.8381 0.2198 10.5486 12.6703 11.0753 1 2 1.7422 11.9051 1.7507 9 happy Ver 1372 018f29ee o 18 f 29 ee 3
60 3 1.563 0.3042 0.0373 1.7902 1.2126 11.1409 1 2.438 0.0195 11.9095 0.021 8 anger Ver 1372 018f29ee o 18 f 29 ee 3
61 2 3.125 0.0284 0.0048 0.2314 0.1863 11.1451 0 NA 0 11.3343 0 10 sad Ver 1372 018f29ee o 18 f 29 ee 3
62 1 1.625 0.1098 0.0105 0.504 0.9694 10.931 1 1.313 0.0627 11.042 0.0642 12 disgust Ver 1372 018f29ee o 18 f 29 ee 3
63 1 3 2.1452 0.2828 13.5747 14.4991 10.8173 1 2 2.1634 11.3726 2.0899 13 fear Ver 1372 018f29ee o 18 f 29 ee 3
64 2 2.25 0.1406 0.021 1.0095 0.5815 10.9065 0 NA 0 11.9188 0 8 anger Ver 1372 018f29ee o 18 f 29 ee 4
65 3 1.437 0.0715 0.0091 0.4374 0.2677 11.0539 0 NA 0 11.4495 0 12 disgust Ver 1372 018f29ee o 18 f 29 ee 4
66 1 3.5 0.0557 0.0061 0.2922 0.4906 11.0108 1 3.25 0.0151 11.0796 0.0145 9 happy Ver 1372 018f29ee o 18 f 29 ee 4
67 2 1.938 0.0688 0.0076 0.3627 0.3358 10.7783 1 1.875 0.0113 10.83 0.0122 11 neutral Ver 1372 018f29ee o 18 f 29 ee 4
68 1 3.562 1.1445 0.1324 6.3545 7.3772 10.6525 1 2.812 1.1699 10.7416 0.6185 13 fear Ver 1372 018f29ee o 18 f 29 ee 4
69 4 1.188 0.1176 0.0144 0.6916 0.3184 10.7734 0 NA 0 11.3445 0 10 sad Ver 1372 018f29ee o 18 f 29 ee 4
70 1 2.875 0.1695 0.0192 0.9197 1.2297 10.8734 1 2.625 0.1609 10.9977 0.1134 14 surprise Ver 1372 018f29ee o 18 f 29 ee 4
71 1 3.313 4.1145 0.5588 26.8227 31.1747 10.7774 1 1.688 4.1027 11.5679 3.4889 9 happy Ver 1372 018f29ee o 18 f 29 ee 5
72 2 1.562 0.4439 0.058 2.7834 2.1269 11.1337 1 3.125 0.0538 12.4149 0.057 10 sad Ver 1372 018f29ee o 18 f 29 ee 5
73 1 2.188 0.4088 0.0393 1.8855 3.4004 11.3421 1 1.688 0.3226 11.7462 0.3268 8 anger Ver 1372 018f29ee o 18 f 29 ee 5
74 1 3.188 1.3875 0.193 9.2623 9.7911 11.2763 1 2.063 1.3225 11.6958 1.1719 13 fear Ver 1372 018f29ee o 18 f 29 ee 5
75 5 1 0.1508 0.0146 0.6989 0.3683 11.3959 0 NA 0 11.9675 0 11 neutral Ver 1372 018f29ee o 18 f 29 ee 5
76 0 NA 0 0 0 0.1031 11.3885 0 NA 0 11.4764 0 12 disgust Ver 1372 018f29ee o 18 f 29 ee 5
77 1 3.062 1.2148 0.16 7.6793 8.5087 11.1855 1 1.5 1.1878 11.5383 1.1733 14 surprise Ver 1372 018f29ee o 18 f 29 ee 5
78 3 2.625 0.1012 0.0226 1.0836 0.7865 11.1414 0 NA 0 12.1524 0 12 disgust Ver 1372 018f29ee o 18 f 29 ee 6
79 1 2.812 1.5635 0.1951 9.3654 8.9866 11.2037 1 1.625 1.4723 12.0363 1.4788 14 surprise Ver 1372 018f29ee o 18 f 29 ee 6
80 2 2.313 0.0438 0.0146 0.6985 0.9127 11.1707 0 NA 0 11.6397 0.003 9 happy Ver 1372 018f29ee o 18 f 29 ee 6
81 2 1.188 0.0606 0.0058 0.2787 0.4526 11.0078 0 NA 0 11.1764 0.0046 11 neutral Ver 1372 018f29ee o 18 f 29 ee 6
82 1 2.437 0.1339 0.0146 0.702 0.9111 10.8795 1 2.062 0.1015 10.9306 0.1027 8 anger Ver 1372 018f29ee o 18 f 29 ee 6
83 1 3.5 0.1572 0.0205 0.9844 1.197 10.6568 1 2.875 0.132 10.7116 0.0875 13 fear Ver 1372 018f29ee o 18 f 29 ee 6
84 2 2.563 0.0659 0.0064 0.3076 0.3821 10.6299 0 NA 0 11.2742 0 10 sad Ver 1372 018f29ee o 18 f 29 ee 6
85 1 2.063 0.8436 0.0782 3.7531 7.0899 11.5607 1 1.688 0.6661 12.3228 0.6751 16 happy Ov1 1372 018f29ee o 18 f 29 ee 1
86 2 2.375 0.2223 0.0243 1.1646 1.3258 10.9597 1 2.375 0.1689 10.9761 0.0824 15 anger Ov1 1372 018f29ee o 18 f 29 ee 1
87 1 1.937 0.1105 0.0113 0.5406 0.7729 10.7654 1 1.75 0.0269 10.9944 0.0282 18 neutral Ov1 1372 018f29ee o 18 f 29 ee 1
88 1 2.75 1.2412 0.1622 7.7874 7.5594 10.4878 1 1.938 1.1864 10.9404 1.1596 17 sad Ov1 1372 018f29ee o 18 f 29 ee 1
89 1 1.812 1.2883 0.128 6.1461 8.9767 10.8513 1 1.375 0.9397 12.6292 0.9507 21 surprise Ov1 1372 018f29ee o 18 f 29 ee 1
90 2 1.125 5.1954 0.5611 26.9309 23.9512 11.1322 1 2.187 5.1059 11.7823 2.7247 19 disgust Ov1 1372 018f29ee o 18 f 29 ee 1
91 1 1.062 1.4546 0.0799 3.8359 11.1493 11.5435 0 NA 0 13.4824 0.9426 20 fear Ov1 1372 018f29ee o 18 f 29 ee 1
92 1 2.375 0.4125 0.0583 2.7998 3.6368 11.661 0 NA 0 14.5464 0 24 sad Ov2 1372 018f29ee o 18 f 29 ee 2
93 1 2.187 0.5207 0.0488 2.3411 4.967 11.8105 1 1.812 0.4284 12.4287 0.4346 28 surprise Ov2 1372 018f29ee o 18 f 29 ee 2
94 2 1.25 0.1037 0.0087 0.4157 0.6073 11.3865 1 1.125 0.0127 11.5617 0.0147 27 fear Ov2 1372 018f29ee o 18 f 29 ee 2
95 1 2 1.4273 0.1492 7.1601 9.2663 10.9945 0 NA 0 11.8185 1.3822 23 happy Ov2 1372 018f29ee o 18 f 29 ee 2
96 1 1.438 2.2419 0.2061 9.8948 16.4443 11.041 0 NA 0 12.7713 2.2336 22 anger Ov2 1372 018f29ee o 18 f 29 ee 2
97 1 3.938 0.0208 0 0 0.2374 11.2145 0 NA 0 11.352 0 25 neutral Ov2 1372 018f29ee o 18 f 29 ee 2
98 1 1.438 0.0569 0.0044 0.2116 0.5405 10.6562 1 1.25 0.0289 10.6912 0.0305 26 disgust Ov2 1372 018f29ee o 18 f 29 ee 2
99 1 1.375 0.0321 0.0025 0.1222 0.4598 10.4383 1 1.187 0.0129 10.4769 0.0136 15 anger Ov1 1372 018f29ee o 18 f 29 ee 3
100 2 1.5 1.4743 0.1833 8.7985 10.3687 10.4272 1 1.375 1.4458 10.8743 1.4478 21 surprise Ov1 1372 018f29ee o 18 f 29 ee 3
101 2 1 0.1584 0.0182 0.8747 0.5567 10.4801 0 NA 0 11.1246 0 20 fear Ov1 1372 018f29ee o 18 f 29 ee 3
102 1 1.312 0.02 0.0031 0.1499 0.1306 10.54 0 NA 0 10.7711 0 16 happy Ov1 1372 018f29ee o 18 f 29 ee 3
103 1 3.375 0.048 0.0049 0.2371 0.4415 10.5126 1 3 0.0245 10.5446 0.0249 17 sad Ov1 1372 018f29ee o 18 f 29 ee 3
104 1 1.313 0.0177 0.0021 0.1004 0.1505 10.2911 0 NA 0 10.3217 0 19 disgust Ov1 1372 018f29ee o 18 f 29 ee 3
105 1 2.062 0.0788 0.0096 0.4595 0.5719 10.208 1 1.75 0.0229 10.3966 0.0243 18 neutral Ov1 1372 018f29ee o 18 f 29 ee 3
106 0 NA 0 6e-4 0.0293 0.0669 10.136 0 NA 0 10.2021 0 27 fear Ov2 1372 018f29ee o 18 f 29 ee 4
107 1 1.938 0.0516 0.0051 0.2468 0.3075 10.0552 1 1.563 0.021 10.0981 0.0217 28 surprise Ov2 1372 018f29ee o 18 f 29 ee 4
108 0 NA 0 0.0017 0.0823 0.0918 9.9688 0 NA 0 9.9881 2e-4 22 anger Ov2 1372 018f29ee o 18 f 29 ee 4
109 1 3.812 0.0619 0.0065 0.3142 0.4523 9.8907 1 3.25 0.0395 9.9011 0.016 24 sad Ov2 1372 018f29ee o 18 f 29 ee 4
110 2 2.063 0.0555 0.0074 0.3545 0.177 9.6897 0 NA 0 9.8047 0 23 happy Ov2 1372 018f29ee o 18 f 29 ee 4
111 1 3.938 3.2199 0.2912 13.9788 17.2666 9.7324 1 2.188 3.4218 9.9642 1.3992 25 neutral Ov2 1372 018f29ee o 18 f 29 ee 4
112 3 1.875 0.4435 0.0493 2.3686 0.9533 10.1413 0 NA 0 11.9327 0 26 disgust Ov2 1372 018f29ee o 18 f 29 ee 4
113 1 1.313 0.0279 0.0031 0.1494 0.184 10.513 0 NA 0 11.1184 0 20 fear Ov1 1372 018f29ee o 18 f 29 ee 5
114 0 NA 0 0 0 0.0255 10.6209 0 NA 0 10.7071 0 21 surprise Ov1 1372 018f29ee o 18 f 29 ee 5
115 0 NA 0 0.0019 0.0935 0.1615 10.4365 0 NA 0 10.4403 0 15 anger Ov1 1372 018f29ee o 18 f 29 ee 5
116 0 NA 0 9e-4 0.0413 0.0594 10.2632 0 NA 0 10.2884 0 16 happy Ov1 1372 018f29ee o 18 f 29 ee 5
117 0 NA 0 2e-4 0.0104 0.0675 9.9052 0 NA 0 9.9093 0 18 neutral Ov1 1372 018f29ee o 18 f 29 ee 5
118 0 NA 0 0.0033 0.1576 0.3549 9.8161 1 3.437 0.104 9.8215 0.0041 17 sad Ov1 1372 018f29ee o 18 f 29 ee 5
119 1 3.625 0.0296 0.0041 0.1956 0.1574 9.7364 0 NA 0 9.8157 0 19 disgust Ov1 1372 018f29ee o 18 f 29 ee 5
120 1 2.063 0.0805 0.0096 0.4629 0.4915 9.6626 1 1.688 0.0444 9.7324 0.0453 22 anger Ov2 1372 018f29ee o 18 f 29 ee 1
121 0 NA 0 3e-4 0.0143 0.0596 9.5821 0 NA 0 9.6166 0 27 fear Ov2 1372 018f29ee o 18 f 29 ee 1
122 0 NA 0 0.0012 0.0599 0.118 9.4544 0 NA 0 9.4577 5e-4 24 sad Ov2 1372 018f29ee o 18 f 29 ee 1
123 1 1.562 0.1238 0.0117 0.5623 0.8769 9.3843 1 1.125 0.1038 9.4642 0.105 26 disgust Ov2 1372 018f29ee o 18 f 29 ee 1
124 1 3.188 0.0312 0.0071 0.3397 0.1587 9.328 0 NA 0 9.5528 0 25 neutral Ov2 1372 018f29ee o 18 f 29 ee 1
125 1 1.938 0.0147 0.0035 0.1674 0.1169 9.2833 0 NA 0 9.3842 1e-4 28 surprise Ov2 1372 018f29ee o 18 f 29 ee 1
126 0 NA 0 0 0 0.0215 9.2476 0 NA 0 9.2733 0 23 happy Ov2 1372 018f29ee o 18 f 29 ee 1
127 0 NA 0 0 4e-4 0.0417 9.1855 0 NA 0 9.1972 0 18 neutral Ov1 1372 018f29ee o 18 f 29 ee 2
128 0 NA 0 0.0021 0.0997 0.0882 9.0953 0 NA 0 9.1302 0 16 happy Ov1 1372 018f29ee o 18 f 29 ee 2
129 0 NA 0 0 0 0.0405 9.0075 0 NA 0 9.0419 0 20 fear Ov1 1372 018f29ee o 18 f 29 ee 2
130 2 2.187 0.1236 0.0182 0.8717 0.4449 9.2145 0 NA 0 9.7676 0 21 surprise Ov1 1372 018f29ee o 18 f 29 ee 2
131 1 2.687 0.0116 0.0024 0.1137 0.1082 9.328 0 NA 0 9.5446 0 15 anger Ov1 1372 018f29ee o 18 f 29 ee 2
132 1 3.438 0.0875 0.0169 0.8094 1.0795 9.3788 1 2.813 0.529 9.4064 0.0904 19 disgust Ov1 1372 018f29ee o 18 f 29 ee 2
133 1 2.438 0.686 0.078 3.742 5.3448 9.4066 1 1.938 0.5703 9.9571 0.575 17 sad Ov1 1372 018f29ee o 18 f 29 ee 2
134 4 1.375 0.0582 0.0071 0.3411 0.1729 9.5008 0 NA 0 9.8653 0 22 anger Ov2 1372 018f29ee o 18 f 29 ee 3
135 1 2.25 0.0105 0.0014 0.067 0.1151 9.5626 0 NA 0 9.6694 0 23 happy Ov2 1372 018f29ee o 18 f 29 ee 3
136 1 2.625 0.0188 0.0018 0.0883 0.1919 9.5138 0 NA 0 9.5324 0.003 24 sad Ov2 1372 018f29ee o 18 f 29 ee 3
137 1 1.562 0.0156 0.0072 0.3469 0.6915 9.3832 1 3.812 0.1326 9.4306 0.0017 26 disgust Ov2 1372 018f29ee o 18 f 29 ee 3
138 0 NA 0 0.0038 0.1832 0.0989 9.3215 0 NA 0 9.4419 2e-4 27 fear Ov2 1372 018f29ee o 18 f 29 ee 3
139 0 NA 0 0 0 0.0125 9.2961 0 NA 0 9.4036 6e-4 28 surprise Ov2 1372 018f29ee o 18 f 29 ee 3
140 2 2.25 1.0721 0.138 6.6253 4.5733 9.3004 1 1.438 1.0511 9.6866 1.0241 25 neutral Ov2 1372 018f29ee o 18 f 29 ee 3
141 3 1.25 0.0649 0.0082 0.3949 0.2235 9.4026 0 NA 0 9.8428 0 15 anger Ov1 1372 018f29ee o 18 f 29 ee 4
142 1 3.5 0.0122 3e-4 0.0139 0.1574 9.5034 0 NA 0 9.6266 0.0011 17 sad Ov1 1372 018f29ee o 18 f 29 ee 4
143 0 NA 0 0 0 0.0675 9.4721 0 NA 0 9.6783 0.0041 20 fear Ov1 1372 018f29ee o 18 f 29 ee 4
144 0 NA 0 0.0162 0.7758 1.9319 9.3994 0 NA 0 9.7698 0.1815 18 neutral Ov1 1372 018f29ee o 18 f 29 ee 4
145 1 2 0.0212 0.003 0.1463 0.1312 9.3568 0 NA 0 9.5065 0 16 happy Ov1 1372 018f29ee o 18 f 29 ee 4
146 0 NA 0 0.0012 0.0582 0.1021 9.3073 0 NA 0 9.3434 2e-4 21 surprise Ov1 1372 018f29ee o 18 f 29 ee 4
147 0 NA 0 4e-4 0.0186 0.0329 9.2197 0 NA 0 9.2339 0 19 disgust Ov1 1372 018f29ee o 18 f 29 ee 4
148 2 1.5 0.0259 0.004 0.1902 0.1431 9.1171 0 NA 0 9.1285 5e-4 25 neutral Ov2 1372 018f29ee o 18 f 29 ee 5
149 1 3.625 0.0229 0.0036 0.1709 0.2076 9.0193 0 NA 0 9.0353 0.003 24 sad Ov2 1372 018f29ee o 18 f 29 ee 5
150 0 NA 0 0.0017 0.0832 0.1144 8.9084 0 NA 0 8.9303 0.0015 26 disgust Ov2 1372 018f29ee o 18 f 29 ee 5
151 1 1.812 0.0684 0.0089 0.4253 0.332 8.7902 1 1.562 0.0181 8.8606 0.0189 23 happy Ov2 1372 018f29ee o 18 f 29 ee 5
152 1 3.312 2.4066 0.3211 15.4148 16.5507 8.8046 1 2.062 2.4483 9.1942 2.0677 28 surprise Ov2 1372 018f29ee o 18 f 29 ee 5
153 4 1.25 0.3387 0.0349 1.6731 0.6457 9.1432 0 NA 0 10.4566 0 27 fear Ov2 1372 018f29ee o 18 f 29 ee 5
154 1 2.063 0.053 0.0036 0.1704 0.3877 9.489 0 NA 0 9.946 0 22 anger Ov2 1372 018f29ee o 18 f 29 ee 5
155 1 2.125 0.6059 0.0967 4.6433 7.6543 10.2549 1 1.937 0.4101 12.53 0.4236 33 disgust Un1 1372 018f29ee o 18 f 29 ee 1
156 0 NA 0 0.017 0.8179 1.8821 10.7713 1 3.625 0.1755 11.0258 0.0246 34 fear Un1 1372 018f29ee o 18 f 29 ee 1
157 0 NA 0 0 0 0.1575 10.5981 0 NA 0 10.6187 0 29 anger Un1 1372 018f29ee o 18 f 29 ee 1
158 0 NA 0 0.0014 0.0664 0.102 10.2153 0 NA 0 10.2262 0 30 happy Un1 1372 018f29ee o 18 f 29 ee 1
159 1 1.75 0.7351 0.0778 3.7344 5.4201 9.9288 1 1.063 0.7145 10.3827 0.7185 35 surprise Un1 1372 018f29ee o 18 f 29 ee 1
160 1 2.063 0.0145 0.0025 0.1181 0.1484 9.8183 0 NA 0 9.9028 0 32 neutral Un1 1372 018f29ee o 18 f 29 ee 1
