Event.Nr CDA.nSCR CDA.Latency CDA.AmpSum CDA.SCR CDA.ISCR CDA.PhasicMax CDA.Tonic TTP.nSCR TTP.Latency TTP.AmpSum Global.Mean Global.MaxDeflection Event.Name EmoId ExpId VideoId ParticipantId OverUnder Participant Sex Age Language RepId
200 2 1.25 1.0779 0.0849 4.0761 5.4299 15.8996 1 3.625 0.4346 16.4347 0.473 18 neutral Ov1 1613 117f21ee u 117 f 21 ee 2
201 4 1.375 0.1306 0.0182 0.876 0.5798 15.7951 0 NA 0 16.3552 0 16 happy Ov1 1613 117f21ee u 117 f 21 ee 2
202 2 1.25 0.093 0.0117 0.5605 1.016 15.7526 1 3.688 0.0166 16.0074 0.0238 19 disgust Ov1 1613 117f21ee u 117 f 21 ee 2
203 2 2.437 0.4341 0.0489 2.3448 3.3051 15.6657 1 3.25 0.3337 15.7639 0.1409 21 surprise Ov1 1613 117f21ee u 117 f 21 ee 2
204 2 1.562 0.1004 0.0125 0.5991 0.8203 15.4536 0 NA 0 15.6986 0.0083 24 sad Ov2 1613 117f21ee u 117 f 21 ee 3
205 1 3.438 0.2618 0.0338 1.6215 1.7855 15.2831 1 3.063 0.1821 15.4167 0.1218 28 surprise Ov2 1613 117f21ee u 117 f 21 ee 3
206 1 1.812 0.0642 0.0101 0.4842 0.6842 15.156 0 NA 0 15.4388 8e-4 27 fear Ov2 1613 117f21ee u 117 f 21 ee 3
207 4 1.375 0.0763 0.0096 0.462 0.4492 15.0237 0 NA 0 15.1458 0 26 disgust Ov2 1613 117f21ee u 117 f 21 ee 3
208 1 2.313 2.6527 0.2957 14.1944 20.4076 14.6318 0 NA 0 16.3684 2.5765 22 anger Ov2 1613 117f21ee u 117 f 21 ee 3
209 2 1.625 4.2816 0.4583 21.9973 23.9046 14.5412 2 1.25 3.1796 16.9269 1.4713 23 happy Ov2 1613 117f21ee u 117 f 21 ee 3
210 3 1.812 0.5207 0.0689 3.3092 2.4664 15.5788 1 1.75 0.0345 17.5725 0.0382 25 neutral Ov2 1613 117f21ee u 117 f 21 ee 3
211 3 1.563 0.0544 0.0051 0.2446 0.3862 16.3728 0 NA 0 17.004 5e-4 21 surprise Ov1 1613 117f21ee u 117 f 21 ee 4
212 0 NA 0 0 0 0.0318 16.5837 0 NA 0 16.6692 0 15 anger Ov1 1613 117f21ee u 117 f 21 ee 4
213 2 2.687 0.1754 0.0181 0.8709 0.97 16.5799 0 NA 0 17.7542 0 16 happy Ov1 1613 117f21ee u 117 f 21 ee 4
214 2 1.062 0.3289 0.0367 1.7624 2.6807 16.5543 1 1.625 0.1242 17.2121 0.1284 18 neutral Ov1 1613 117f21ee u 117 f 21 ee 4
215 4 1.625 0.1666 0.0191 0.9176 0.8201 16.3858 0 NA 0 16.7619 0.001 20 fear Ov1 1613 117f21ee u 117 f 21 ee 4
216 4 1.062 0.1354 0.0197 0.9467 0.9013 16.1324 1 3.562 0.0424 16.4087 0.0078 17 sad Ov1 1613 117f21ee u 117 f 21 ee 4
217 1 3.562 0.1675 0 0 2.8074 15.927 1 3.562 0.0269 17.4063 0.0347 19 disgust Ov1 1613 117f21ee u 117 f 21 ee 4
218 2 1.375 1.6219 0.1623 7.7914 15.681 15.8664 1 2 1.3686 17.127 1.3836 22 anger Ov2 1613 117f21ee u 117 f 21 ee 5
219 3 1.125 0.2377 0.0489 2.3453 3.5717 15.7614 1 4 0.7921 16.6457 0 26 disgust Ov2 1613 117f21ee u 117 f 21 ee 5
220 3 2.687 0.3452 0.0545 2.6155 1.9881 15.5784 0 NA 0 16.7477 0.0041 23 happy Ov2 1613 117f21ee u 117 f 21 ee 5
221 2 1.312 2.5557 0.2751 13.2046 12.098 15.5397 1 3.375 0.9289 17.2961 1.1767 24 sad Ov2 1613 117f21ee u 117 f 21 ee 5
222 4 1.188 0.6118 0.0598 2.8721 2.9303 15.8682 1 3.75 0.1269 17.1432 0.021 27 fear Ov2 1613 117f21ee u 117 f 21 ee 5
223 5 1.188 0.2135 0.0223 1.0709 0.8046 16.0867 0 NA 0 16.7314 4e-4 25 neutral Ov2 1613 117f21ee u 117 f 21 ee 5
224 2 2.25 0.0253 0.0054 0.2572 0.2907 16.0907 0 NA 0 16.3146 0 28 surprise Ov2 1613 117f21ee u 117 f 21 ee 5
1 2 1.813 1.1724 0.1428 6.8541 5.007 11.0608 1 1 0.9488 12.1693 0.9556 3 sad Ekm 1614 118f20ee u 118 f 20 ee 1
2 2 1.625 0.5176 0.0544 2.6113 1.85 11.6075 1 1.125 0.4568 11.8349 0.2746 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 1
3 2 1.312 0.4264 0.0503 2.4139 2.2385 11.6632 1 2.625 0.3014 11.9089 0.1952 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 1
4 3 1.313 0.107 0.0136 0.6535 0.5536 11.6119 1 2.5 0.0247 11.7883 0.0262 1 anger Ekm 1614 118f20ee u 118 f 20 ee 1
5 2 1.813 0.5526 0.0517 2.4796 3.52 11.5996 1 1.625 0.5233 11.6619 0.1924 2 happy Ekm 1614 118f20ee u 118 f 20 ee 1
6 2 2.125 0.0364 0.0064 0.3067 0.2816 11.5845 0 NA 0 11.7499 0.003 6 fear Ekm 1614 118f20ee u 118 f 20 ee 1
7 3 2.125 0.0491 0.0055 0.2636 0.2558 11.4791 0 NA 0 11.5633 0.0014 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 1
8 1 2.75 0.019 0.0044 0.2108 0.1533 11.378 0 NA 0 11.3972 0.0042 3 sad Ekm 1614 118f20ee u 118 f 20 ee 2
9 0 NA 0 0.002 0.0939 0.1478 11.2588 0 NA 0 11.2929 6e-4 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 2
10 0 NA 0 0.0024 0.1161 0.5119 11.0881 1 3.75 0.0672 11.0945 0.0024 2 happy Ekm 1614 118f20ee u 118 f 20 ee 2
11 4 1.687 0.1017 0.0114 0.5475 0.2851 10.9554 1 1.5 0.0232 11.0523 0.0239 6 fear Ekm 1614 118f20ee u 118 f 20 ee 2
12 1 3.875 0.0189 0.003 0.1463 0.1801 10.7913 0 NA 0 10.8172 8e-4 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 2
13 1 3.375 0.0296 0.0041 0.1955 0.3019 10.6225 0 NA 0 10.6635 0.0036 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 2
14 0 NA 0 7e-4 0.0345 0.0791 10.4599 0 NA 0 10.4787 2e-4 1 anger Ekm 1614 118f20ee u 118 f 20 ee 2
15 0 NA 0 0.0011 0.0549 0.151 10.2987 0 NA 0 10.307 0.0011 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 3
16 2 2.187 0.0247 0.0039 0.1896 0.1834 10.1242 0 NA 0 10.214 1e-4 6 fear Ekm 1614 118f20ee u 118 f 20 ee 3
17 0 NA 0 0 0 0.1079 10.0109 0 NA 0 10.0476 2e-4 1 anger Ekm 1614 118f20ee u 118 f 20 ee 3
18 2 2.125 0.0793 0.0139 0.6682 0.4474 9.925 1 1.812 0.0744 9.9659 0.0644 2 happy Ekm 1614 118f20ee u 118 f 20 ee 3
19 1 1.375 0.0139 0.0031 0.1484 0.1728 9.8274 0 NA 0 9.9212 3e-4 3 sad Ekm 1614 118f20ee u 118 f 20 ee 3
20 0 NA 0 0.0019 0.0892 0.1748 9.7361 0 NA 0 9.751 0 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 3
21 0 NA 0 0.0013 0.0619 0.0965 9.5997 0 NA 0 9.6313 0 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 3
22 1 2.375 0.0156 0.002 0.0965 0.1165 9.5052 0 NA 0 9.5132 5e-4 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 4
23 1 1.813 0.0119 0.0028 0.1355 0.0977 9.3488 0 NA 0 9.3587 4e-4 3 sad Ekm 1614 118f20ee u 118 f 20 ee 4
24 0 NA 0 0.0012 0.0581 0.0879 9.2322 0 NA 0 9.2488 1e-4 1 anger Ekm 1614 118f20ee u 118 f 20 ee 4
25 0 NA 0 0 0 0.0584 9.111 0 NA 0 9.122 0 6 fear Ekm 1614 118f20ee u 118 f 20 ee 4
26 0 NA 0 0 0 0.1598 8.9797 0 NA 0 9.0097 0.0019 2 happy Ekm 1614 118f20ee u 118 f 20 ee 4
27 2 1.562 0.0262 0.0042 0.2009 0.1306 8.8929 0 NA 0 8.9377 0.0015 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 4
28 2 2.5 0.0537 0.0068 0.3254 0.2773 8.8324 1 2.125 0.039 8.8508 0.0369 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 4
29 2 1.625 0.0358 0.0056 0.2679 0.3337 8.7825 0 NA 0 8.8429 0.0122 2 happy Ekm 1614 118f20ee u 118 f 20 ee 5
30 0 NA 0 0 0 0.0261 8.7558 0 NA 0 8.789 0 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 5
31 1 1.875 0.0115 0.0025 0.1183 0.1484 8.7092 0 NA 0 8.7821 0.001 1 anger Ekm 1614 118f20ee u 118 f 20 ee 5
32 0 NA 0 4e-4 0.017 0.0329 8.6464 0 NA 0 8.6547 0 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 5
33 0 NA 0 0.0014 0.0659 0.0533 8.5636 0 NA 0 8.571 1e-4 3 sad Ekm 1614 118f20ee u 118 f 20 ee 5
34 0 NA 0 0 0 0.0709 8.4681 0 NA 0 8.4702 0 6 fear Ekm 1614 118f20ee u 118 f 20 ee 5
35 1 3.563 0.0129 0.0021 0.1018 0.1129 8.4055 0 NA 0 8.4832 0.0038 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 5
36 2 2.438 0.04 0.0045 0.2178 0.1575 8.3976 1 2 0.0343 8.4244 0.0305 1 anger Ekm 1614 118f20ee u 118 f 20 ee 6
37 0 NA 0 0.0016 0.0751 0.0771 8.4006 0 NA 0 8.4292 0.001 5 disgust Ekm 1614 118f20ee u 118 f 20 ee 6
38 0 NA 0 0 0 0.0398 8.3049 0 NA 0 8.3115 0 6 fear Ekm 1614 118f20ee u 118 f 20 ee 6
39 0 NA 0 0.0018 0.0885 0.0642 8.1936 0 NA 0 8.21 0 4 neutral Ekm 1614 118f20ee u 118 f 20 ee 6
40 2 2.375 0.0523 0.0079 0.3802 0.2092 8.1181 1 1.812 0.0522 8.142 0.0355 7 surprise Ekm 1614 118f20ee u 118 f 20 ee 6
41 2 2.125 0.1759 0.0249 1.1942 0.8446 8.185 0 NA 0 8.462 0.2407 2 happy Ekm 1614 118f20ee u 118 f 20 ee 6
42 2 2.438 0.0377 0.005 0.2421 0.2049 8.3422 1 1.875 0.0393 8.4175 0.037 3 sad Ekm 1614 118f20ee u 118 f 20 ee 6
43 2 2.313 0.2375 0.0184 0.8846 0.9898 8.735 1 2.125 0.2647 8.9466 0.0848 13 fear Ver 1614 118f20ee u 118 f 20 ee 1
44 1 2.375 0.0156 0.0027 0.128 0.1396 9.1463 1 1.75 0.1385 9.1797 0.0409 8 anger Ver 1614 118f20ee u 118 f 20 ee 1
45 2 2.688 0.0443 0.0057 0.2754 0.2013 9.2887 1 1.875 0.0521 9.3162 0.0303 14 surprise Ver 1614 118f20ee u 118 f 20 ee 1
46 1 3.688 0.0146 0.0019 0.0926 0.1201 9.2256 1 3.563 0.0105 9.231 0.0022 12 disgust Ver 1614 118f20ee u 118 f 20 ee 1
47 0 NA 0 1e-4 0.0045 0.0886 9.1668 0 NA 0 9.1867 0.001 9 happy Ver 1614 118f20ee u 118 f 20 ee 1
48 1 3.813 0.0103 0.0046 0.2225 0.1222 9.1713 0 NA 0 9.2535 0.0013 11 neutral Ver 1614 118f20ee u 118 f 20 ee 1
49 0 NA 0 7e-4 0.0334 0.0897 9.1606 0 NA 0 9.1743 6e-4 10 sad Ver 1614 118f20ee u 118 f 20 ee 1
50 0 NA 0 0.0015 0.0733 0.0523 9.0615 0 NA 0 9.0746 0 14 surprise Ver 1614 118f20ee u 118 f 20 ee 2
51 0 NA 0 0.001 0.0487 0.0937 8.8535 0 NA 0 8.861 0.0012 9 happy Ver 1614 118f20ee u 118 f 20 ee 2
52 0 NA 0 6e-4 0.0271 0.0405 8.7312 0 NA 0 8.7499 0 11 neutral Ver 1614 118f20ee u 118 f 20 ee 2
53 0 NA 0 0.0015 0.0725 0.0589 8.6204 0 NA 0 8.6332 2e-4 10 sad Ver 1614 118f20ee u 118 f 20 ee 2
54 0 NA 0 9e-4 0.045 0.0637 8.4843 0 NA 0 8.4944 0 8 anger Ver 1614 118f20ee u 118 f 20 ee 2
55 0 NA 0 1e-4 0.0051 0.0185 8.373 0 NA 0 8.3791 0 12 disgust Ver 1614 118f20ee u 118 f 20 ee 2
56 0 NA 0 0 4e-4 0.0334 8.2488 0 NA 0 8.2628 0 13 fear Ver 1614 118f20ee u 118 f 20 ee 2
57 0 NA 0 0.0017 0.081 0.0625 8.1401 0 NA 0 8.1645 0 12 disgust Ver 1614 118f20ee u 118 f 20 ee 3
58 2 1.875 0.0283 0.0071 0.3403 0.2936 8.0641 0 NA 0 8.1841 0.0431 14 surprise Ver 1614 118f20ee u 118 f 20 ee 3
59 0 NA 0 5e-4 0.0227 0.0438 8.0591 0 NA 0 8.0986 0 9 happy Ver 1614 118f20ee u 118 f 20 ee 3
60 0 NA 0 0 0 0.0241 8.0233 0 NA 0 8.0256 0 13 fear Ver 1614 118f20ee u 118 f 20 ee 3
61 0 NA 0 6e-4 0.0306 0.0416 7.9516 0 NA 0 7.9694 1e-4 10 sad Ver 1614 118f20ee u 118 f 20 ee 3
62 0 NA 0 3e-4 0.0146 0.0253 7.8912 0 NA 0 7.8968 0 11 neutral Ver 1614 118f20ee u 118 f 20 ee 3
63 0 NA 0 0.0022 0.1038 0.0595 7.8143 0 NA 0 7.8369 1e-4 8 anger Ver 1614 118f20ee u 118 f 20 ee 3
64 1 2.5 0.0738 0.0175 0.8405 0.5127 7.7894 0 NA 0 7.9469 0.1437 9 happy Ver 1614 118f20ee u 118 f 20 ee 4
65 0 NA 0 0 0 0.403 7.9766 1 3.563 0.324 8.0278 0.0041 10 sad Ver 1614 118f20ee u 118 f 20 ee 4
66 3 1.937 0.0812 0.0152 0.73 0.8725 8.3303 0 NA 0 8.5586 0.1818 14 surprise Ver 1614 118f20ee u 118 f 20 ee 4
67 2 2.625 0.0481 0.0078 0.3751 0.3621 8.9854 1 2.563 0.2751 9.2723 0.0391 13 fear Ver 1614 118f20ee u 118 f 20 ee 4
68 2 2.125 0.0339 0.0047 0.2241 0.1394 9.4603 0 NA 0 9.551 0.0457 12 disgust Ver 1614 118f20ee u 118 f 20 ee 4
69 2 2.125 0.3921 0.0511 2.4521 2.0003 9.6555 0 NA 0 9.8896 0.4295 11 neutral Ver 1614 118f20ee u 118 f 20 ee 4
70 1 2.5 0.0111 2e-4 0.0115 0.1679 10.0434 0 NA 0 10.4244 0 8 anger Ver 1614 118f20ee u 118 f 20 ee 4
71 1 2.438 0.4058 0.053 2.5422 2.1598 10.3103 1 1.313 0.4363 10.5058 0.4246 12 disgust Ver 1614 118f20ee u 118 f 20 ee 5
72 1 2.375 0.3393 0.0434 2.0833 2.2851 10.5275 1 1.813 0.2803 10.8647 0.2821 8 anger Ver 1614 118f20ee u 118 f 20 ee 5
73 1 1.938 0.4651 0.0577 2.7718 2.5457 10.6757 1 1.125 0.4461 10.9665 0.448 14 surprise Ver 1614 118f20ee u 118 f 20 ee 5
74 0 NA 0 0.0029 0.1412 0.1555 10.8317 0 NA 0 11.1437 0 13 fear Ver 1614 118f20ee u 118 f 20 ee 5
75 0 NA 0 0 0 0.0863 10.9006 0 NA 0 10.9268 0.0019 10 sad Ver 1614 118f20ee u 118 f 20 ee 5
76 1 2.438 0.4227 0.0556 2.667 2.3141 10.8948 1 1.625 0.4402 11.0641 0.4194 9 happy Ver 1614 118f20ee u 118 f 20 ee 5
77 3 2.25 0.101 0.0126 0.6057 0.5862 11.2277 0 NA 0 11.6932 0.0018 11 neutral Ver 1614 118f20ee u 118 f 20 ee 5
78 1 2 0.1901 0.025 1.1992 1.3278 11.5303 1 1.438 0.1583 11.738 0.161 9 happy Ver 1614 118f20ee u 118 f 20 ee 6
79 0 NA 0 0.0012 0.0567 0.1588 11.553 0 NA 0 11.7286 0.0076 10 sad Ver 1614 118f20ee u 118 f 20 ee 6
80 0 NA 0 0 0 0.0459 11.5188 0 NA 0 11.5399 8e-4 11 neutral Ver 1614 118f20ee u 118 f 20 ee 6
81 1 3.75 0.0353 0.0067 0.3224 0.30620000000000003 11.5051 0 NA 0 11.6755 0.0036 13 fear Ver 1614 118f20ee u 118 f 20 ee 6
82 1 1.813 0.0149 0.0024 0.1145 0.2113 11.4598 0 NA 0 11.5477 0.001 14 surprise Ver 1614 118f20ee u 118 f 20 ee 6
83 1 2.312 0.0419 0.0059 0.2854 0.3178 11.2713 1 2.062 0.0276 11.2876 0.0283 8 anger Ver 1614 118f20ee u 118 f 20 ee 6
84 1 1.75 0.0471 0.0076 0.365 0.3383 11.2385 1 1.625 0.0255 11.3175 0.0271 12 disgust Ver 1614 118f20ee u 118 f 20 ee 6
85 1 2.875 1.3022 0.1688 8.1019 6.3155 11.8176 1 1.938 1.0718 12.932 0.976 31 sad Un1 1614 118f20ee u 118 f 20 ee 1
86 1 1.75 0.8341 0.104 4.9918 4.4333 12.5944 1 1.063 0.7078 13.3204 0.7102 30 happy Un1 1614 118f20ee u 118 f 20 ee 1
87 1 2.687 2.0122 0.2528 12.1354 11.341 12.621 1 1.187 1.8766 13.5096 1.8723 34 fear Un1 1614 118f20ee u 118 f 20 ee 1
88 1 2.813 1.495 0.1934 9.283 9.1183 12.7021 1 1.5 1.3639 13.404 1.3048 33 disgust Un1 1614 118f20ee u 118 f 20 ee 1
89 2 1.25 0.407 0.0377 1.8105 1.6944 12.9406 0 NA 0 13.4451 0.2792 32 neutral Un1 1614 118f20ee u 118 f 20 ee 1
90 1 1.75 0.5452 0.0671 3.2204 3.1663 13.1612 0 NA 0 13.6324 0.4891 29 anger Un1 1614 118f20ee u 118 f 20 ee 1
91 1 2.187 0.31 0.0431 2.0696 1.4914 13.2106 0 NA 0 13.5629 0.3305 35 surprise Un1 1614 118f20ee u 118 f 20 ee 1
92 1 2 0.6797 0.087 4.1741 4.1001 13.2185 1 1.25 0.6472 13.6176 0.6498 39 neutral Un2 1614 118f20ee u 118 f 20 ee 2
93 1 1.313 0.3848 0.047 2.2579 1.6197 13.1502 0 NA 0 13.4012 0.358 42 surprise Un2 1614 118f20ee u 118 f 20 ee 2
94 1 2 0.3482 0.0461 2.2128 1.7197 13.1215 0 NA 0 13.4063 0.2963 36 anger Un2 1614 118f20ee u 118 f 20 ee 2
95 1 1.812 0.2983 0.0382 1.8334 1.8611 13.0684 1 1.312 0.2552 13.2746 0.2568 37 happy Un2 1614 118f20ee u 118 f 20 ee 2
96 1 2.5 0.6606 0.0868 4.164 3.5202 12.9772 0 NA 0 13.2218 0.6442 41 fear Un2 1614 118f20ee u 118 f 20 ee 2
97 1 2.188 0.0195 0.0027 0.1281 0.1729 12.9246 0 NA 0 13.0204 8e-4 40 disgust Un2 1614 118f20ee u 118 f 20 ee 2
98 1 2.625 0.818 0.1074 5.1528 4.1025 12.8175 1 1.5 0.8274 13.0738 0.7653 38 sad Un2 1614 118f20ee u 118 f 20 ee 2
99 1 2.188 0.0949 0.013 0.6217 0.6028 12.7919 1 1.875 0.0646 12.88 0.0662 32 neutral Un1 1614 118f20ee u 118 f 20 ee 3
100 1 2.625 0.01 0.0022 0.1058 0.1289 12.738 0 NA 0 12.7723 8e-4 30 happy Un1 1614 118f20ee u 118 f 20 ee 3
101 1 2.5 0.3215 0.043 2.0621 1.4246 12.6863 1 1.25 0.3174 12.8089 0.3089 35 surprise Un1 1614 118f20ee u 118 f 20 ee 3
102 1 2.687 1.084 0.142 6.8169 5.8472 12.6996 1 2 1.0605 13.1418 0.9738 33 disgust Un1 1614 118f20ee u 118 f 20 ee 3
103 1 2.875 2.0338 0.2626 12.6054 11.0037 12.7594 1 1.938 2.0704 13.2548 1.8652 34 fear Un1 1614 118f20ee u 118 f 20 ee 3
104 3 2.313 0.1477 0.0155 0.7444 0.4853 12.8647 0 NA 0 13.8109 0 31 sad Un1 1614 118f20ee u 118 f 20 ee 3
105 1 1 0.0175 0.0046 0.2224 0.22 13.0819 0 NA 0 13.4078 0 29 anger Un1 1614 118f20ee u 118 f 20 ee 3
106 0 NA 0 0 0 0.1348 13.1436 0 NA 0 13.2204 4e-4 41 fear Un2 1614 118f20ee u 118 f 20 ee 4
107 1 2.375 0.0114 0.0024 0.116 0.1829 13.0637 0 NA 0 13.085 6e-4 38 sad Un2 1614 118f20ee u 118 f 20 ee 4
108 1 1.875 0.0257 0.0061 0.2919 0.375 12.894 0 NA 0 12.958 0.0046 37 happy Un2 1614 118f20ee u 118 f 20 ee 4
109 0 NA 0 0.0014 0.0672 0.2107 12.7526 0 NA 0 12.7985 6e-4 40 disgust Un2 1614 118f20ee u 118 f 20 ee 4
110 0 NA 0 0.0021 0.1023 0.1068 12.6544 0 NA 0 12.7179 5e-4 36 anger Un2 1614 118f20ee u 118 f 20 ee 4
111 0 NA 0 0 0 0.0766 12.5649 0 NA 0 12.5868 0.0011 39 neutral Un2 1614 118f20ee u 118 f 20 ee 4
112 0 NA 0 1e-4 0.0048 0.0411 12.4714 0 NA 0 12.4824 0 42 surprise Un2 1614 118f20ee u 118 f 20 ee 4
113 1 2.937 0.1294 0.0167 0.8017 0.6199 12.1613 1 2.25 0.1249 12.1876 0.0915 33 disgust Un1 1614 118f20ee u 118 f 20 ee 5
114 3 1.313 0.0545 0.0071 0.3394 0.1841 12.1092 0 NA 0 12.2567 3e-4 29 anger Un1 1614 118f20ee u 118 f 20 ee 5
115 0 NA 0 0 0 0.0342 12.0189 0 NA 0 12.0443 0 32 neutral Un1 1614 118f20ee u 118 f 20 ee 5
116 0 NA 0 0.0043 0.2048 0.1237 11.916 0 NA 0 11.9387 0.0028 35 surprise Un1 1614 118f20ee u 118 f 20 ee 5
117 0 NA 0 5e-4 0.0236 0.0516 11.8212 0 NA 0 11.8587 0 31 sad Un1 1614 118f20ee u 118 f 20 ee 5
118 0 NA 0 9e-4 0.0419 0.0431 11.7477 0 NA 0 11.7839 0 30 happy Un1 1614 118f20ee u 118 f 20 ee 5
119 2 2.75 0.0492 0.0059 0.2821 0.1981 11.6707 1 2.25 0.0106 11.6908 0.011 34 fear Un1 1614 118f20ee u 118 f 20 ee 5
120 0 NA 0 0.0012 0.0583 0.07 11.5817 0 NA 0 11.6236 0 36 anger Un2 1614 118f20ee u 118 f 20 ee 1
121 1 2.25 0.029 0.0039 0.1857 0.1968 11.5051 1 2.125 0.0171 11.5235 0.0179 37 happy Un2 1614 118f20ee u 118 f 20 ee 1
122 1 2.75 0.1476 0.0189 0.909 0.7021 11.4814 1 1.75 0.1356 11.5391 0.1186 39 neutral Un2 1614 118f20ee u 118 f 20 ee 1
123 1 2.937 0.0126 0.0042 0.2004 0.1155 11.47 0 NA 0 11.6219 3e-4 42 surprise Un2 1614 118f20ee u 118 f 20 ee 1
124 0 NA 0 1e-4 0.0061 0.0919 11.4023 0 NA 0 11.4063 1e-4 41 fear Un2 1614 118f20ee u 118 f 20 ee 1
125 0 NA 0 0.0019 0.091 0.0638 11.2963 0 NA 0 11.3068 1e-4 38 sad Un2 1614 118f20ee u 118 f 20 ee 1
126 0 NA 0 7e-4 0.0357 0.0563 11.1866 0 NA 0 11.2059 0 40 disgust Un2 1614 118f20ee u 118 f 20 ee 1
127 0 NA 0 1e-4 0.0026 0.0664 11.0944 0 NA 0 11.0996 7e-4 32 neutral Un1 1614 118f20ee u 118 f 20 ee 2
128 2 2.375 0.1197 0.0149 0.7147 0.543 11.0433 1 1.875 0.0962 11.1161 0.0884 34 fear Un1 1614 118f20ee u 118 f 20 ee 2
129 0 NA 0 0.0014 0.065 0.0872 11.0716 0 NA 0 11.1583 0.0012 35 surprise Un1 1614 118f20ee u 118 f 20 ee 2
130 1 2.437 0.0715 0.0118 0.5682 0.3485 11.1246 0 NA 0 11.1826 0.0834 31 sad Un1 1614 118f20ee u 118 f 20 ee 2
131 2 1.313 0.0392 0.0057 0.2713 0.2014 11.1605 0 NA 0 11.2637 0.0053 29 anger Un1 1614 118f20ee u 118 f 20 ee 2
132 0 NA 0 4e-4 0.0211 0.0963 11.1492 0 NA 0 11.1487 0.0042 33 disgust Un1 1614 118f20ee u 118 f 20 ee 2
133 1 3.062 0.0128 0.0036 0.1729 0.1409 11.1123 0 NA 0 11.2316 0.001 30 happy Un1 1614 118f20ee u 118 f 20 ee 2
134 0 NA 0 0.0012 0.0597 0.0662 11.0584 0 NA 0 11.1134 0 36 anger Un2 1614 118f20ee u 118 f 20 ee 3
135 0 NA 0 7e-4 0.0314 0.1281 10.9985 0 NA 0 11.0267 6e-4 38 sad Un2 1614 118f20ee u 118 f 20 ee 3
136 2 2.563 0.0557 0.0073 0.35 0.2824 10.9384 1 1.938 0.0365 10.958 0.0337 40 disgust Un2 1614 118f20ee u 118 f 20 ee 3
137 1 3.875 0.0445 0.004 0.1901 0.2347 10.9127 1 3.187 0.0478 10.9357 0.0123 41 fear Un2 1614 118f20ee u 118 f 20 ee 3
138 3 2.062 0.1242 0.0131 0.6288 0.8649 10.9563 2 1.875 0.1029 11.0619 0.0769 42 surprise Un2 1614 118f20ee u 118 f 20 ee 3
139 0 NA 0 0.002 0.0963 0.0746 11.0019 0 NA 0 11.104 0 39 neutral Un2 1614 118f20ee u 118 f 20 ee 3
140 0 NA 0 0 0 0.2405 11.013 1 3.938 0.2595 11.0316 9e-4 37 happy Un2 1614 118f20ee u 118 f 20 ee 3
141 3 2.063 0.0554 0.008 0.3823 0.1855 11.0255 0 NA 0 11.2551 4e-4 31 sad Un1 1614 118f20ee u 118 f 20 ee 4
142 0 NA 0 0 0 0.0766 11.1233 0 NA 0 11.1528 3e-4 34 fear Un1 1614 118f20ee u 118 f 20 ee 4
143 0 NA 0 0 0 0.1052 11.0835 0 NA 0 11.0903 3e-4 32 neutral Un1 1614 118f20ee u 118 f 20 ee 4
144 0 NA 0 0.0016 0.0791 0.0755 11.002 0 NA 0 11.034 0 35 surprise Un1 1614 118f20ee u 118 f 20 ee 4
145 1 4 0.0224 0.0013 0.0646 0.1414 10.9153 0 NA 0 10.9226 4e-4 33 disgust Un1 1614 118f20ee u 118 f 20 ee 4
146 1 1.187 0.0106 0.0019 0.0899 0.1063 10.8545 0 NA 0 10.8785 0.001 29 anger Un1 1614 118f20ee u 118 f 20 ee 4
147 1 2 0.0107 0.0039 0.1874 0.188 10.8629 1 3.625 0.0119 10.9423 0.0339 30 happy Un1 1614 118f20ee u 118 f 20 ee 4
148 0 NA 0 0 0 0.0556 10.9026 0 NA 0 10.9675 5e-4 38 sad Un2 1614 118f20ee u 118 f 20 ee 5
149 1 2.875 0.0104 0.0044 0.2093 0.4185 10.9228 0 NA 0 11.0894 0.0214 42 surprise Un2 1614 118f20ee u 118 f 20 ee 5
150 0 NA 0 0 0 0.0763 10.8619 0 NA 0 10.8985 5e-4 36 anger Un2 1614 118f20ee u 118 f 20 ee 5
151 0 NA 0 0 0 0.0524 10.7661 0 NA 0 10.7692 0 41 fear Un2 1614 118f20ee u 118 f 20 ee 5
152 0 NA 0 0.0023 0.1105 0.0687 10.6622 0 NA 0 10.6704 4e-4 37 happy Un2 1614 118f20ee u 118 f 20 ee 5
153 1 1.687 0.0118 0.0019 0.0922 0.0812 10.5796 0 NA 0 10.603 6e-4 39 neutral Un2 1614 118f20ee u 118 f 20 ee 5
